0.4792	0.4792
0.0728	0.0728
0.4375	0.4375
0.1547	0.1483
0.175	0.175
0.4375	0.4375
0.2009	0.1974
0.3061	0.3061
0.16	0.16
0.3333	0.3333
0.75	0.75
0.3056	0.3056
0.3125	0.3125
0.8857	0.8857
0.6857	0.6857
0.4505	0.4505
0.2455	0.2455
0.6167	0.6167
0.7692	0.7692
0.1882	0.1852
0.0714	0.0714
0.3333	0.3333
0.4848	0.4848
0.28	0.28
0.2949	0.2949
0.0103	0.0103
0.1579	0.1579
0.0313	0.0313
0.3125	0.3125
0.4286	0.4286
0.125	0.125
0.8	0.8
0.042	0.0339
0.5106	0.5106
0.1341	0.1341
0.0	0.0
0.2466	0.2466
0.25	0.25
0.0081	0.0081
0.1016	0.1016
0.1126	0.1126
0.4778	0.4778
0.1613	0.1613
0.4444	0.4444
0.1862	0.1862
0.339	0.339
0.04	0.04
0.064	0.064
0.0532	0.0532
0.4466	0.4466
0.4167	0.4167
0.0583	0.0583
0.3393	0.3393
0.1094	0.1027
0.2	0.2
0.1875	0.1875
0.2179	0.2146
0.449	0.449
0.2	0.2
0.0993	0.0993
0.875	0.875
0.3056	0.3056
0.3125	0.3125
0.8857	0.8857
0.8286	0.8286
0.4286	0.4286
0.1455	0.1455
0.3667	0.3667
0.6923	0.6923
0.0332	0.0296
0.0	0.0
0.3077	0.3077
0.4545	0.4545
0.24	0.2339
0.3205	0.3205
0.2165	0.2165
0.4474	0.4474
0.0313	0.0313
0.1875	0.1875
0.7143	0.7143
0.1667	0.1667
0.8	0.8
0.0924	0.0924
0.2979	0.2979
0.3171	0.3086
0.2	0.2
0.0822	0.0822
0.1818	0.1818
0.0488	0.041
0.125	0.125
0.2053	0.2
0.5444	0.5444
0.1613	0.1613
0.2222	0.2222
0.1862	0.1862
0.3729	0.3729
0.08	0.08
0.032	0.032
0.2021	0.2021
0.3786	0.3786
0.625	0.625
0.1893	0.1893
0.2857	0.2857
0.2151	0.2151
0.475	0.475
0.5	0.5
0.3077	0.3077
0.5918	0.5918
0.28	0.28
0.2624	0.2624
0.875	0.875
0.3333	0.3333
0.375	0.375
0.8857	0.8857
1.0	1.0
0.4286	0.4286
0.2273	0.2273
0.6833	0.6833
1.0	1.0
0.2111	0.2111
0.2143	0.2143
0.5385	0.5385
0.5758	0.5758
0.408	0.408
0.3718	0.3718
0.3608	0.3608
0.5526	0.5526
0.0469	0.0469
0.625	0.625
0.7143	0.7143
0.125	0.125
0.8	0.8
0.0672	0.0672
0.4468	0.4468
0.2805	0.2805
0.3333	0.3333
0.4247	0.4167
0.5682	0.5682
0.0	0.0
0.2813	0.2813
0.4333	0.4333
0.2889	0.2889
0.2097	0.2097
0.4444	0.4444
0.1862	0.1862
0.5763	0.5763
0.08	0.08
0.392	0.392
0.2447	0.2447
0.4563	0.4563
0.625	0.625
0.1893	0.1893
0.3393	0.3393
0.1811	0.1811
0.525	0.525
0.5	0.5
0.3162	0.3162
0.5714	0.5714
0.32	0.32
0.3191	0.3191
0.875	0.875
0.3056	0.3056
0.375	0.375
0.8857	0.8857
1.0	1.0
0.4286	0.4286
0.2273	0.2273
0.6833	0.6833
1.0	1.0
0.2103	0.2074
0.2857	0.2857
0.5897	0.5897
0.5758	0.5758
0.408	0.408
0.3846	0.3846
0.3608	0.3608
0.5526	0.5526
0.1094	0.1094
0.75	0.75
0.7143	0.7143
0.1667	0.1667
0.85	0.85
0.0672	0.0672
0.4468	0.4468
0.3659	0.3659
0.4	0.4
0.4247	0.4167
0.5455	0.5455
0.0407	0.0407
0.2813	0.2813
0.4305	0.4267
0.2889	0.2889
0.2097	0.2097
0.4444	0.4444
0.2138	0.2138
0.5932	0.5932
0.08	0.08
0.36	0.36
0.2447	0.2447
0.4757	0.4757
0.7083	0.7083
0.2829	0.2304
0.4865	0.4673
0.1985	0.1566
0.675	0.6667
0.8125	0.7692
0.3333	0.3004
0.7551	0.75
0.16	0.16
0.461	0.4453
0.875	0.875
0.6389	0.6286
0.4375	0.4
0.7714	0.7576
0.8	0.8
0.4725	0.4607
0.3394	0.3271
0.8814	0.8793
0.6923	0.6923
0.1697	0.1573
0.5	0.4615
0.8205	0.8108
0.3333	0.3333
0.304	0.2627
0.5897	0.5897
0.4536	0.4362
0.5	0.5
0.125	0.0968
0.5625	0.5625
0.8571	0.8571
0.3333	0.3
0.7	0.6842
0.6271	0.56
0.3191	0.3191
0.2073	0.2073
0.4	0.3571
0.1918	0.1918
0.5909	0.5909
0.1385	0.0667
0.2734	0.256
0.2649	0.26
0.3667	0.3523
0.7288	0.6863
0.375	0.375
0.25	0.2286
0.6949	0.6842
0.24	0.24
0.4237	0.4138
0.5714	0.5
0.4757	0.4706
0.75	0.75
0.3171	0.267
0.4911	0.4673
0.2176	0.1767
0.675	0.6667
0.8125	0.7692
0.146	0.1345
0.8367	0.8333
0.2	0.2
0.4714	0.4599
0.875	0.875
0.6111	0.6
0.375	0.3333
0.8857	0.8788
0.7714	0.7714
0.4725	0.4607
0.4364	0.4206
0.8667	0.8621
0.7692	0.7692
0.1697	0.1573
0.5	0.4615
0.8718	0.8649
0.3939	0.3939
0.2353	0.2288
0.5769	0.5769
0.5521	0.5426
0.4211	0.4211
0.0323	0.0323
0.4375	0.4375
0.7143	0.7143
0.4583	0.35
0.7895	0.7895
0.514	0.48
0.2979	0.2979
0.378	0.378
0.4667	0.4286
0.3151	0.3151
0.5227	0.5227
0.6098	0.2
0.2969	0.28
0.2185	0.2133
0.4205	0.4205
0.7742	0.7255
0.5556	0.5
0.2917	0.2714
0.6949	0.6842
0.72	0.72
0.5122	0.4828
0.5889	0.5256
0.5588	0.5588
0.6042	0.6042
0.1854	0.1814
0.2857	0.2857
0.1472	0.1472
0.35	0.35
0.3125	0.3125
0.2222	0.2222
0.4286	0.4286
0.32	0.32
0.2429	0.2429
0.75	0.75
0.3333	0.3333
0.5	0.5
0.8571	0.8571
0.9143	0.9143
0.5165	0.5165
0.2455	0.2455
0.7	0.7
0.7692	0.7692
0.155	0.155
0.2143	0.2143
0.4359	0.4359
0.5455	0.5455
0.416	0.416
0.4211	0.4211
0.0619	0.0619
0.5526	0.5526
0.0781	0.0781
0.5625	0.5625
0.5714	0.5714
0.125	0.125
0.65	0.65
0.1176	0.1102
0.3404	0.3404
0.2561	0.2561
0.2	0.2
0.411	0.411
0.6364	0.6364
0.0081	0.0081
0.1406	0.1406
0.2583	0.2533
0.5111	0.5111
0.1774	0.1774
0.2222	0.2222
0.2	0.2
0.4407	0.4407
0.48	0.48
0.432	0.432
0.266	0.266
0.5146	0.5098
0.6667	0.6667
0.2732	0.2696
0.2411	0.2411
0.1208	0.1208
0.425	0.425
0.0	0.0
0.235	0.235
0.3878	0.3878
0.44	0.44
0.1702	0.1643
0.875	0.875
0.3889	0.3889
0.4375	0.4375
0.7714	0.7714
0.8571	0.8571
0.033	0.033
0.2545	0.2545
0.7333	0.7333
0.6923	0.6923
0.1476	0.1476
0.2143	0.2143
0.5641	0.5641
0.6061	0.6061
0.0	0.0
0.6282	0.6184
0.0825	0.0825
0.5	0.5
0.0625	0.0625
0.375	0.375
0.5714	0.5714
0.125	0.125
0.7	0.7
0.0847	0.0847
0.4043	0.4043
0.2561	0.2561
0.0	0.0
0.3699	0.3699
0.5909	0.5909
0.0244	0.0244
0.0703	0.0703
0.3576	0.3533
0.5	0.5
0.1452	0.1452
0.2222	0.2222
0.2207	0.2207
0.4237	0.4237
0.24	0.24
0.448	0.448
0.3617	0.3617
0.5049	0.5
0.625	0.625
0.2476	0.2365
0.4375	0.4375
0.2528	0.2471
0.55	0.55
0.4375	0.4375
0.2564	0.2564
0.5102	0.5102
0.36	0.36
0.3333	0.3333
0.875	0.875
0.4722	0.4722
0.5	0.5
0.9143	0.9143
1.0	1.0
0.5714	0.5714
0.3364	0.3364
0.8167	0.8167
0.8462	0.8462
0.1218	0.1218
0.1429	0.1429
0.0769	0.0769
0.4848	0.4848
0.28	0.28
0.5385	0.5385
0.0412	0.0412
0.6842	0.6842
0.0625	0.0625
0.75	0.75
0.7143	0.7143
0.125	0.125
0.85	0.85
0.084	0.084
0.4468	0.4468
0.4024	0.4024
0.4667	0.4667
0.4247	0.4247
0.4545	0.4545
0.0163	0.0163
0.3672	0.3672
0.2252	0.2252
0.4778	0.4598
0.2097	0.2097
0.4444	0.4444
0.2828	0.2778
0.5254	0.5254
0.64	0.64
0.36	0.36
0.4255	0.4255
0.4854	0.4854
0.8723	0.8723
0.2864	0.2759
0.4643	0.4643
0.2113	0.1992
0.45	0.45
0.4375	0.4375
0.2403	0.2403
0.4898	0.4898
0.0	0.0
0.2057	0.2057
0.875	0.875
0.3611	0.3611
0.25	0.25
0.9429	0.9429
1.0	1.0
0.4778	0.4778
0.2182	0.2182
0.7167	0.7167
0.9231	0.9231
0.1181	0.0947
0.3077	0.3077
0.5641	0.5641
0.697	0.6774
0.3145	0.2975
0.3846	0.3846
0.1959	0.1959
0.5526	0.5526
0.0625	0.0625
0.6875	0.6875
1.0	1.0
0.1667	0.1667
0.85	0.85
0.0924	0.0924
0.4681	0.4681
0.5122	0.5122
0.4667	0.4667
0.3699	0.3699
0.5682	0.5682
0.0163	0.0163
0.2188	0.2188
0.4636	0.449
0.4889	0.4889
0.2097	0.2097
0.4444	0.4444
0.2431	0.2378
0.5085	0.5085
0.44	0.44
0.24	0.24
0.3617	0.3617
0.4369	0.4369
0.875	0.8723
0.3039	0.3005
0.4732	0.4732
0.187	0.1839
0.475	0.475
0.4375	0.4375
0.265	0.2618
0.4898	0.4898
0.08	0.08
0.3333	0.3333
0.875	0.875
0.4167	0.4167
0.3125	0.3125
0.9429	0.9429
1.0	1.0
0.5495	0.5444
0.2455	0.2455
0.75	0.75
